,USD,EUR,JPY,GBP,CNY,CAD,CHF
2002-09-26,9055.0,8861.22,7370.78,14128.52,,5731.01,6045.13
2002-09-27,9057.0,8852.31,7402.53,14125.3,,5750.48,6032.77
2002-09-30,9060.0,8908.7,7450.66,14162.59,,5739.63,6084.21
2002-10-01,9053.0,8940.74,7403.5,14210.49,,5708.43,6139.29
2002-10-02,9067.0,8905.61,7367.35,14177.16,,5735.7,6085.64
2002-10-03,9059.0,8938.52,7374.03,14221.72,,5704.3,6129.64
2002-10-04,9059.0,8938.52,7374.03,14221.72,,5704.3,6129.64
2002-10-07,9058.0,8869.59,7356.45,14168.52,,5690.77,6066.17
2002-10-08,9062.0,8915.2,7289.25,14211.03,,5685.07,6097.43
2002-10-09,9052.0,8865.53,7287.07,14062.28,,5672.03,6043.53
2002-10-10,9053.0,8955.23,7329.18,14170.66,,5668.75,6118.13
2002-10-11,9055.0,8929.14,7308.9,14169.26,,5696.76,6101.34
2002-10-14,9360.0,9256.1,7559.36,14626.87,,5900.9,6322.19
2002-10-15,9373.0,9267.09,7533.96,14598.45,,5905.37,6334.39
2002-10-16,9297.0,9127.79,7454.9,14456.84,,5860.44,6222.48
2002-10-17,9264.0,9066.68,7446.95,14372.17,,5850.33,6185.07
2002-10-18,9261.0,9000.77,7406.43,14367.52,,5894.6,6129.86
2002-10-21,9254.0,8994.89,7407.94,14331.67,,5884.15,6119.97
2002-10-22,9220.0,8973.83,7363.63,14232.91,,5897.03,6101.52
2002-10-23,9246.0,9034.27,7391.48,14272.13,,5899.69,6149.65
2002-10-24,9263.0,9041.61,7459.33,14350.24,,5916.96,6160.14
2002-10-25,9272.0,9079.14,7491.31,14430.94,,5920.82,6185.46
2002-10-28,9273.0,9051.38,7451.19,14359.24,,5919.57,6170.89
2002-10-29,9264.0,9114.85,7501.21,14441.65,,5945.32,6220.37
2002-10-30,9259.0,9097.89,7517.86,14410.71,,5921.97,6211.59
2002-10-31,9279.0,9163.94,7545.74,14474.31,,5913.96,6261.56
2002-11-01,9274.0,9183.11,7563.82,14516.59,,5948.69,6278.09
2002-11-04,9260.0,9228.52,7578.36,14488.2,,5952.3,6312.2
2002-11-05,9260.0,9247.96,7608.25,14421.52,,5951.16,6318.66
2002-11-06,9259.0,9254.37,7580.02,14452.37,,5945.17,6327.05
2002-11-07,9260.0,9306.3,7600.13,14478.01,,5963.8,6359.45
2002-11-08,9254.0,9333.58,7651.1,14612.07,,5952.27,6375.47
2002-11-11,9196.0,9315.55,7686.39,14638.19,,5876.41,6369.74
2002-11-12,9161.0,9243.45,7656.5,14516.52,,5825.01,6317.06
2002-11-13,9112.0,9218.61,7611.09,14477.15,,5770.74,6304.14
2002-11-14,9088.0,9153.43,7557.59,14401.75,,5765.03,6239.19
2002-11-15,9077.0,9102.42,7517.18,14323.51,,5774.17,6212.02
2002-11-18,9065.0,9155.65,7508.49,14329.05,,5726.47,6244.83
2002-11-19,9030.0,9113.98,7463.43,14282.75,,5684.61,6212.59
2002-11-20,9015.0,9049.26,7375.44,14241.9,,5697.76,6162.84
2002-11-21,9030.0,9040.84,7385.9,14206.9,,5698.96,6154.58
2002-11-22,9059.0,9081.65,7380.04,14325.0,,5744.09,6178.98
2002-11-25,9032.0,8981.42,7366.45,14229.01,,5726.97,6099.41
2002-11-26,9018.0,8940.45,7389.38,14106.86,,5732.99,6068.23
2002-11-27,9036.0,8976.36,7422.38,14037.43,,5734.23,6095.93
2002-11-28,9028.0,8935.91,7381.24,13961.8,,5734.98,6061.5
2002-11-29,9021.0,8962.36,7376.73,13988.86,,5733.44,6074.75
2002-12-02,9018.0,8952.17,7313.87,14041.93,,5777.07,6064.56
2002-12-03,9028.0,9003.62,7256.07,14057.5,,5796.47,6111.56
2002-12-04,9015.0,9001.48,7239.22,14158.96,,5786.26,6118.92
2002-12-05,9015.0,9001.48,7239.22,14158.96,,5786.26,6118.92
2002-12-06,9015.0,9001.48,7239.22,14158.96,,5786.26,6118.92
2002-12-09,9015.0,9001.48,7239.22,14158.96,,5786.26,6118.92
2002-12-10,9015.0,9001.48,7239.22,14158.96,,5786.26,6118.92
2002-12-11,9011.0,9079.48,7282.79,14145.47,,5775.91,6160.1
2002-12-12,8911.0,8991.2,7220.06,14037.5,,5726.86,6098.41
2002-12-13,8912.0,9076.87,7274.51,14088.09,,5737.09,6149.18
2002-12-16,8859.0,9043.27,7343.94,14071.64,,5675.94,6121.48
2002-12-17,8899.0,9135.71,7345.44,14189.46,,5702.66,6196.21
2002-12-18,8970.0,9221.16,7391.84,14325.99,,5792.33,6285.47
2002-12-19,8924.0,9150.67,7367.9,14292.68,,5748.52,6256.75
2002-12-20,8921.0,9150.27,7387.99,14287.87,,5753.63,6256.4
2002-12-23,8914.0,9153.79,7412.27,14291.82,,5753.57,6264.67
2002-12-24,8939.0,9179.46,7425.65,14248.77,,5763.38,6304.39
2002-12-25,8939.0,9179.46,7425.65,14248.77,,5763.38,6304.39
2002-12-26,8939.0,9179.46,7425.65,14248.77,,5763.38,6304.39
2002-12-27,8950.0,9291.89,7451.5,14345.06,,5732.04,6389.66
2002-12-30,8965.0,9355.87,7480.18,14386.14,,5711.28,6438.06
2002-12-31,8985.0,9418.08,7579.08,14409.24,,5702.59,6478.94
2003-01-01,8985.0,9418.08,7579.08,14409.24,,5702.59,6478.94
2003-01-02,9013.0,9445.62,7582.23,14503.72,,5724.36,6510.87
2003-01-03,8976.0,9314.4,7486.86,14324.8,,5727.05,6409.14
2003-01-06,8980.0,9372.43,7524.09,14460.49,,5745.73,6437.28
2003-01-07,8980.0,9371.53,7507.11,14413.8,,5754.2,6430.82
2003-01-08,8969.0,9349.29,7465.46,14405.11,,5744.57,6411.47
2003-01-09,8985.0,9446.83,7546.62,14505.38,,5758.88,6486.9
2003-01-10,8978.0,9413.43,7506.69,14415.97,,5784.42,6444.16
2003-01-13,8945.0,9457.55,7503.57,14391.61,,5798.28,6481.88
2003-01-14,8904.0,9384.82,7485.5,14250.85,,5777.69,6422.85
2003-01-15,8908.0,9408.63,7546.59,14311.59,,5779.54,6428.98
2003-01-16,8908.0,9403.28,7535.74,14273.29,,5803.26,6434.09
2003-01-17,8920.0,9469.47,7559.32,14356.74,,5811.45,6489.16
2003-01-20,8931.0,9507.94,7557.76,14380.7,,5815.21,6510.42
2003-01-21,8934.0,9520.96,7525.27,14350.68,,5820.57,6516.89
2003-01-22,8932.0,9585.82,7561.16,14435.9,,5830.29,6557.04
2003-01-23,8929.0,9566.53,7520.42,14447.12,,5835.57,6538.04
2003-01-24,8934.0,9621.92,7573.11,14549.02,,5870.29,6567.67
2003-01-27,8937.0,9685.92,7580.8,14601.27,,5888.13,6604.35
2003-01-28,8936.0,9690.2,7549.21,14606.79,,5852.76,6600.68
2003-01-29,8880.0,9647.23,7519.69,14613.82,,5818.37,6575.34
2003-01-30,8908.0,9637.57,7510.96,14663.46,,5853.21,6558.2
2003-01-31,8920.0,9651.44,7487.62,14748.33,,5840.75,6577.69
2003-02-03,8924.0,9584.38,7412.58,14697.12,,5864.49,6554.54
2003-02-04,8913.0,9613.56,7407.13,14640.49,,5878.12,6551.27
2003-02-05,8907.0,9689.93,7443.59,14687.64,,5879.21,6614.44
2003-02-06,8919.0,9619.14,7432.5,14636.97,,5864.29,6557.61
2003-02-07,8911.0,9640.81,7445.69,14577.5,,5871.0,6570.56
2003-02-10,8928.0,9651.17,7413.44,14541.93,,5862.11,6579.22
2003-02-11,8950.0,9599.77,7389.37,14552.7,,5853.5,6545.75
2003-02-12,8950.0,9599.77,7389.37,14552.7,,5853.5,6545.75
2003-02-13,9015.0,9677.6,7448.57,14580.86,,5890.62,6589.43
2003-02-14,8980.0,9731.63,7460.33,14566.46,,5918.02,6626.82
2003-02-17,8962.0,9620.71,7433.64,14404.62,,5885.21,6530.64
2003-02-18,8933.0,9600.3,7487.22,14304.41,,5875.04,6534.75
2003-02-19,8922.0,9558.14,7498.11,14214.53,,5884.06,6501.49
2003-02-20,8928.0,9608.31,7513.89,14277.66,,5909.06,6536.35
2003-02-21,8925.0,9660.42,7541.83,14228.24,,5931.41,6576.52
2003-02-24,8963.0,9627.16,7572.66,14145.41,,5968.17,6554.78
2003-02-25,8936.0,9644.62,7580.59,14192.16,,5988.87,6582.2
2003-02-26,8936.0,9611.56,7609.64,14081.35,,5974.06,6580.27
2003-02-27,8947.0,9660.97,7641.13,14194.42,,5997.05,6607.83
2003-02-28,8950.0,9620.36,7602.79,14133.84,,5992.23,6577.01
2003-03-03,8950.0,9620.36,7602.79,14133.84,,5992.23,6577.01
2003-03-04,8927.0,9732.22,7587.76,14110.91,,6016.31,6672.4
2003-03-05,8907.0,9762.96,7584.94,14146.1,,6046.02,6691.46
2003-03-06,8932.0,9797.51,7615.31,14299.24,,6083.64,6713.77
2003-03-07,8919.0,9791.28,7596.46,14252.56,,6059.93,6688.92
2003-03-10,8931.0,9849.11,7646.4,14298.53,,6092.5,6700.93
2003-03-11,8927.0,9861.66,7639.71,14285.88,,6112.71,6727.2
2003-03-12,8924.0,9843.17,7614.33,14331.05,,6057.56,6705.74
2003-03-13,8945.0,9738.42,7580.51,14352.25,,6041.88,6626.42
2003-03-14,8955.0,9673.19,7565.9,14343.22,,6035.18,6592.31
2003-03-17,8964.0,9690.98,7603.7,14238.42,,6094.64,6606.72
2003-03-18,9035.0,9626.79,7620.61,14179.53,,6099.37,6557.08
2003-03-19,9070.0,9657.74,7644.33,14219.95,,6156.25,6567.7
2003-03-20,9166.0,9697.63,7636.42,14349.37,,6169.48,6585.72
2003-03-21,9070.0,9623.27,7537.6,14203.62,,6124.24,6531.76
2003-03-24,9025.0,9556.57,7449.44,14129.54,,6064.37,6478.82
2003-03-25,8985.0,9584.3,7460.77,14175.63,,6075.05,6502.86
2003-03-26,8960.0,9537.02,7471.65,14106.62,,6067.58,6471.65
2003-03-27,8960.0,9594.37,7481.63,14123.65,,6107.7,6496.05
2003-03-28,8943.0,9552.02,7437.01,14002.95,,6101.52,6461.71
2003-03-31,8953.0,9684.46,7488.04,14106.35,,6092.55,6558.49
2003-04-01,8951.0,9766.44,7568.92,14157.8,,6097.0,6616.16
2003-04-02,8951.0,9766.44,7568.92,14157.8,,6097.0,6616.16
2003-04-03,8941.0,9637.5,7536.24,14020.38,,6089.36,6419.69
2003-04-04,8950.0,9620.36,7482.65,14062.24,,6063.27,6483.63
2003-04-07,8940.0,9518.42,7405.57,13922.26,,6052.81,6397.6
2003-04-08,8920.0,9511.4,7437.67,13862.57,,6031.92,6398.85
2003-04-09,8921.0,9583.83,7440.99,13898.92,,6082.78,6447.67
2003-04-10,8906.0,9606.9,7422.29,13952.14,,6078.77,6461.58
2003-04-11,8914.0,9609.29,7441.36,13992.31,,6126.88,6421.73
2003-04-14,8918.0,9573.47,7392.85,14006.61,,6134.27,6393.75
2003-04-15,8886.0,9581.77,7396.99,13970.57,,6108.9,6397.41
2003-04-16,8883.0,9583.87,7376.68,13950.75,,6138.06,6375.05
2003-04-17,8839.0,9646.87,7400.37,13976.23,,6084.95,6446.65
2003-04-18,8839.0,9646.87,7400.37,13976.23,,6084.95,6446.65
2003-04-21,8708.0,9487.37,7261.51,13716.84,,6003.46,6315.64
2003-04-22,8774.0,9525.05,7274.08,13719.03,,6027.75,6314.5
2003-04-23,8814.0,9661.03,7340.11,13898.8,,6087.66,6421.86
2003-04-24,8762.0,9595.27,7264.14,13889.52,,6026.55,6369.12
2003-04-25,8784.0,9693.14,7316.34,13990.28,,6036.28,6457.87
2003-04-28,8819.0,9746.76,7338.16,14057.49,,6094.68,6491.72
2003-04-29,8744.0,9603.54,7264.27,13880.23,,6040.34,6375.04
2003-04-30,8718.0,9703.13,7300.9,13922.65,,6062.17,6430.15
2003-05-01,8718.0,9746.72,7329.75,13953.16,,6096.5,6441.08
2003-05-02,8704.0,9781.56,7333.39,14020.4,,6130.01,6473.78
2003-05-05,8691.0,9746.96,7300.29,13932.54,,6123.87,6456.91
2003-05-06,8601.0,9707.09,7249.66,13825.25,,6102.6,6405.75
2003-05-07,8613.0,9833.46,7315.89,13892.77,,6185.72,6497.44
2003-05-08,8543.0,9687.76,7326.13,13643.17,,6118.75,6446.09
2003-05-09,8578.0,9881.86,7319.11,13774.55,,6162.36,6534.62
2003-05-12,8517.0,9858.43,7286.96,13696.19,,6146.8,6523.94
2003-05-13,8491.0,9771.44,7243.64,13628.9,,6098.54,6459.0
2003-05-14,8493.0,9771.2,7277.63,13655.89,,6119.32,6452.67
2003-05-15,8493.0,9771.2,7277.63,13655.89,,6119.32,6452.67
2003-05-16,8493.0,9771.2,7277.63,13655.89,,6119.32,6452.67
2003-05-19,8507.0,9957.44,7377.5,13872.36,,6274.99,6571.14
2003-05-20,8432.0,9830.87,7201.3,13766.93,,6223.8,6501.66
2003-05-21,8405.0,9850.66,7202.23,13789.24,,6253.72,6518.54
2003-05-22,8372.0,9745.01,7121.47,13684.87,,6160.41,6448.93
2003-05-23,8367.0,9775.17,7132.38,13669.17,,6101.06,6450.54
2003-05-26,8206.0,9698.67,7022.68,13445.53,,5965.4,6353.85
2003-05-27,8211.0,9761.24,7039.01,13479.18,,5998.68,6393.86
2003-05-28,8271.0,9787.9,7062.59,13563.61,,6013.96,6428.57
2003-05-29,8320.0,9774.34,6997.48,13610.69,,5996.83,6407.39
2003-05-30,8320.0,9774.34,6997.48,13610.69,,5996.83,6407.39
2003-06-02,8379.0,9770.75,7037.04,13627.61,,6110.26,6400.58
2003-06-03,8262.0,9697.94,6978.63,13521.59,,6042.57,6347.57
2003-06-04,8271.0,9701.06,6944.0,13480.9,,6081.62,6306.04
2003-06-05,8211.0,9506.07,6932.04,13381.47,,6029.08,6223.28
2003-06-06,8216.0,9739.25,6971.57,13664.85,,6120.84,6314.66
2003-06-09,8241.0,9629.61,6956.19,13691.6,,6061.79,6233.74
2003-06-10,8231.0,9645.09,6954.8,13549.87,,6053.99,6256.46
2003-06-11,8286.0,9682.19,7030.97,13685.99,,6084.59,6304.02
2003-06-12,8301.0,9762.81,7044.3,13865.16,,6145.25,6353.62
2003-06-13,8271.0,9730.83,7029.58,13821.67,,6134.39,6309.89
2003-06-16,8236.0,9789.31,7023.71,13792.01,,6169.75,6340.26
2003-06-17,8232.0,9742.57,6997.62,13844.58,,6140.08,6312.88
2003-06-18,8239.0,9714.6,6976.88,13886.83,,6154.48,6298.93
2003-06-19,8288.0,9648.89,6994.09,13895.66,,6192.47,6233.45
2003-06-20,8271.0,9702.71,7008.73,13910.17,,6158.6,6290.21
2003-06-23,8294.0,9606.11,7013.36,13790.43,,6083.77,6230.0
2003-06-24,8266.0,9548.06,7018.77,13777.77,,6089.13,6243.2
2003-06-25,8264.0,9513.52,7023.03,13744.68,,6077.81,6223.83
2003-06-26,8267.0,9541.77,7001.78,13826.56,,6133.7,6210.19
2003-06-27,8321.0,9520.06,6969.01,13822.01,,6143.68,6169.19
2003-06-30,8326.0,9523.28,6949.92,13769.54,,6181.6,6165.12
2003-07-01,8286.0,9547.13,6930.99,13725.76,,6150.53,6128.24
2003-07-02,8276.0,9558.78,6932.48,13773.75,,6119.49,6154.53
2003-07-03,8249.0,9504.5,6975.31,13733.76,,6163.79,6127.16
2003-07-04,8244.0,9455.87,6964.01,13750.99,,6157.29,6121.18
2003-07-07,8207.0,9415.07,6949.2,13671.22,,6129.66,6093.7
2003-07-08,8236.0,9330.56,6970.8,13586.11,,6108.89,5999.42
2003-07-09,8250.0,9342.3,6972.62,13494.53,,6119.27,6009.62
2003-07-10,8259.0,9373.97,7014.01,13498.51,,6125.95,6016.17
2003-07-11,8259.0,9351.67,7008.06,13515.85,,6125.95,6016.17
2003-07-14,8266.0,9319.92,7022.34,13461.18,,5999.42,6010.76
2003-07-15,8261.0,9307.67,7016.9,13312.6,,6007.56,6004.07
2003-07-16,8281.0,9233.32,7005.33,13168.45,,6022.11,6018.61
2003-07-17,8288.0,9297.48,7013.62,13248.37,,6027.2,6023.69
2003-07-18,8311.0,9339.07,6991.08,13264.36,,6043.92,6040.41
2003-07-21,8343.0,9416.74,7051.81,13197.79,,5924.58,6141.33
2003-07-22,8437.0,9551.53,7081.58,13480.64,,5997.73,6211.9
2003-07-23,8626.0,9782.75,7252.4,13768.82,,6095.25,6329.62
2003-07-24,8708.0,9995.91,7328.73,13998.98,,6226.67,6454.2
2003-07-25,8568.0,9830.07,7192.75,13827.9,,6143.26,6349.49
2003-07-28,8537.0,9795.35,7166.72,13817.99,,6175.94,6325.58
2003-07-29,8608.0,9898.34,7216.63,14001.77,,6230.91,6399.52
2003-07-30,8633.0,9880.47,7203.17,14026.04,,6196.08,6384.41
2003-07-31,8548.0,9690.87,7119.18,13811.86,,6098.31,6264.57
2003-08-01,8522.0,9582.99,7082.19,13740.02,,6061.17,6224.07
2003-08-04,8556.0,9647.75,7138.33,13782.86,,6110.99,6278.25
2003-08-05,8535.0,9694.91,7086.52,13737.94,,6078.19,6263.76
2003-08-06,8661.0,9872.67,7220.51,13972.79,,6194.84,6434.62
2003-08-07,8619.0,9770.5,7178.91,13854.18,,6131.9,6365.11
2003-08-08,8596.0,9765.06,7221.71,13892.86,,6167.75,6348.13
2003-08-11,8576.0,9669.44,7214.0,13735.32,,6153.4,6293.39
2003-08-12,8568.0,9730.68,7227.33,13761.06,,6201.06,6310.67
2003-08-13,8577.0,9667.99,7211.2,13739.5,,6186.08,6260.58
2003-08-14,8596.0,9736.69,7202.95,13810.33,,6238.03,6274.45
2003-08-15,8590.0,9675.78,7223.95,13762.9,,6170.98,6268.7
2003-08-18,8590.0,9675.78,7223.95,13762.9,,6170.98,6268.7
2003-08-19,8531.0,9497.56,7145.49,13547.23,,6120.68,6136.97
2003-08-20,8486.0,9425.4,7152.13,13470.68,,6078.8,6097.14
2003-08-21,8422.0,9340.84,7131.24,13417.93,,6002.85,6054.64
2003-08-22,8448.0,9231.97,7170.87,13319.12,,6002.98,5979.61
2003-08-25,8462.0,9200.73,7196.8,13305.65,,6055.1,5972.19
2003-08-26,8530.0,9254.2,7259.57,13386.13,,6083.73,6007.89
2003-08-27,8499.0,9232.46,7237.5,13338.33,,6092.04,6018.27
2003-08-28,8561.0,9294.68,7287.2,13429.64,,6098.01,6033.97
2003-08-29,8578.0,9344.87,7324.11,13542.95,,6127.14,6073.79
2003-09-01,8525.0,9369.83,7310.07,13461.83,,6159.68,6087.55
2003-09-02,8536.0,9337.53,7315.74,13402.37,,6182.82,6073.72
2003-09-03,8530.0,9198.75,7325.66,13350.3,,6126.11,6001.13
2003-09-04,8532.0,9238.45,7303.54,13397.8,,6179.47,6017.35
2003-09-05,8546.0,9358.72,7311.77,13525.75,,6238.87,6084.29
2003-09-08,8543.0,9480.17,7280.55,13579.95,,6241.69,6082.16
2003-09-09,8512.0,9438.11,7300.17,13483.01,,6205.44,6060.09
2003-09-10,8507.0,9549.96,7282.14,13542.29,,6219.93,6056.53
2003-09-11,8483.0,9495.87,7241.76,13503.24,,6202.84,6039.44
2003-09-12,8513.0,9530.3,7269.85,13585.9,,6210.24,6060.8
2003-09-15,8497.0,9586.32,7243.2,13647.03,,6230.84,6161.71
2003-09-16,8501.0,9618.88,7255.27,13648.36,,6223.74,6170.88
2003-09-17,8502.0,9495.88,7311.03,13511.38,,6200.86,6111.71
2003-09-18,8527.0,9614.19,7346.43,13706.3,,6242.31,6175.41
2003-09-19,8533.0,9606.45,7399.41,13797.86,,6278.88,6165.02
2003-09-22,8533.0,9606.45,7399.41,13797.86,,6278.88,6165.02
2003-09-23,8452.0,9701.21,7545.08,13933.12,,6263.99,6245.94
2003-09-24,8472.0,9700.44,7554.84,13980.49,,6241.8,6239.96
2003-09-25,8492.0,9747.12,7591.63,14050.01,,6285.25,6280.14
2003-09-26,8492.0,9744.57,7584.17,14075.49,,6293.63,6310.0
2003-09-29,8467.0,9685.4,7601.9,14028.97,,6245.94,6283.49
2003-09-30,8431.0,9809.47,7592.08,14082.3,,6240.56,6375.05
2003-10-01,8427.0,9851.16,7579.6,14016.63,,6249.63,6404.47
2003-10-02,8412.0,9895.04,7585.21,14065.71,,6259.86,6403.29
2003-10-03,8417.0,9843.68,7602.06,14069.86,,6292.14,6385.71
2003-10-06,8432.0,9754.14,7595.71,14013.14,,6262.63,6314.69
2003-10-07,8430.0,9874.06,7597.33,14116.04,,6288.7,6385.88
2003-10-08,8413.0,9912.2,7671.2,14008.49,,6324.61,6402.1
2003-10-09,8419.0,9973.15,7699.13,14015.95,,6333.89,6435.07
2003-10-10,8428.0,9879.3,7717.24,14021.66,,6295.19,6384.85
2003-10-13,8407.0,9921.1,7756.97,13990.09,,6363.15,6407.77
2003-10-14,8435.0,9812.44,7725.07,13997.04,,6372.29,6336.86
2003-10-15,8481.0,9931.25,7770.04,14157.33,,6401.72,6425.97
2003-10-16,8487.0,9866.14,7728.8,14147.83,,6384.56,6374.01
2003-10-17,8487.0,9835.58,7721.77,14203.84,,6438.32,6355.4
2003-10-20,8479.0,9846.66,7722.93,14188.76,,6428.35,6347.98
2003-10-21,8482.0,9871.35,7720.74,14170.03,,6417.01,6359.75
2003-10-22,8500.0,9916.95,7760.43,14237.5,,6458.48,6387.62
2003-10-23,8501.0,10048.18,7798.37,14407.49,,6527.68,6487.93
2003-10-24,8540.0,10095.99,7791.97,14493.23,,6548.08,6508.65
2003-10-27,8581.0,10098.98,7874.64,14536.21,,6558.39,6528.45
2003-10-28,8626.0,10109.67,7963.44,14606.41,,6576.2,6530.4
2003-10-29,8620.0,10076.78,7967.46,14659.17,,6581.16,6488.52
2003-10-30,8563.0,9992.16,7914.05,14551.11,,6527.17,6436.41
2003-10-31,8537.0,9927.68,7847.23,14486.44,,6496.96,6401.47
2003-11-03,8558.0,9910.16,7773.64,14508.38,,6476.46,6381.8
2003-11-04,8568.0,9806.08,7754.55,14367.68,,6394.98,6290.75
2003-11-05,8530.0,9794.15,7783.56,14371.34,,6413.53,6252.29
2003-11-06,8525.0,9749.19,7742.96,14286.2,,6382.9,6219.45
2003-11-07,8532.0,9748.66,7746.5,14239.91,,6368.11,6203.29
2003-11-10,8528.0,9824.26,7790.97,14280.99,,6445.47,6252.2
2003-11-11,8523.0,9783.55,7838.68,14228.3,,6498.17,6217.08
2003-11-12,8522.0,9824.16,7836.32,14211.29,,6491.47,6272.63
2003-11-13,8522.0,9929.83,7863.07,14287.99,,6541.3,6319.15
2003-11-14,8565.0,10064.73,7930.56,14454.29,,6600.65,6419.58
2003-11-17,8539.0,10101.64,7837.54,14450.55,,6561.9,6461.11
2003-11-18,8527.0,10050.77,7842.36,14454.97,,6498.74,6452.03
2003-11-19,8516.0,10183.43,7875.71,14499.34,,6551.27,6443.7
2003-11-20,8532.0,10170.14,7835.43,14501.84,,6545.45,6548.47
2003-11-21,8580.0,10216.21,7854.27,14607.45,,6579.25,6595.94
2003-11-24,8580.0,10216.21,7854.27,14607.45,,6579.25,6595.94
2003-11-25,8580.0,10216.21,7854.27,14607.45,,6579.25,6595.94
2003-11-26,8580.0,10216.21,7854.27,14607.45,,6579.25,6595.94
2003-11-27,8580.0,10216.21,7854.27,14607.45,,6579.25,6595.94
2003-11-28,8580.0,10216.21,7854.27,14607.45,,6579.25,6595.94
2003-12-01,8552.0,10285.49,7792.26,14749.63,,6577.45,6574.42
2003-12-02,8538.0,10228.52,7819.4,14683.65,,6550.56,6584.91
2003-12-03,8523.0,10300.9,7839.4,14755.02,,6567.27,6617.24
2003-12-04,8530.0,10335.8,7880.64,14718.52,,6556.5,6622.67
2003-12-05,8543.0,10325.07,7892.65,14713.61,,6508.46,6632.76
2003-12-08,8533.0,10378.69,7920.73,14754.41,,6543.21,6625.0
2003-12-09,8532.0,10432.93,7947.83,14794.49,,6564.59,6624.22
2003-12-10,8530.0,10428.79,7950.41,14878.03,,6521.41,6737.76
2003-12-11,8537.0,10417.7,7889.29,14856.09,,6523.27,6733.18
